,location,total_sqft,bath,price,bhk
4920,Old Madras Road,1630.0,3.0,110.0,3
4922,Old Madras Road,2640.0,2.0,170.0,2
4926,Padmanabhanagar,1258.0,2.0,115.0,2
4933,Padmanabhanagar,4500.0,4.0,360.0,3
4936,Padmanabhanagar,1000.0,1.0,90.0,2
4942,Padmanabhanagar,2051.0,3.0,180.0,3
4943,Padmanabhanagar,2051.0,3.0,170.0,3
4945,Pai Layout,1550.0,2.0,90.0,3
4947,Pai Layout,1400.0,2.0,67.0,3
4948,Pai Layout,1100.0,2.0,50.0,2
4949,Pai Layout,1255.0,2.0,80.0,2
4952,Pai Layout,1175.0,2.0,60.0,2
4956,Pai Layout,3800.0,6.0,175.0,6
4957,Pai Layout,1068.0,2.0,48.0,2
4958,Pai Layout,1510.0,2.0,65.0,3
4961,Panathur,1359.0,2.0,87.0,2
4963,Panathur,1198.0,2.0,77.0,2
4965,Panathur,1546.0,3.0,99.0,3
4967,Panathur,1000.0,2.0,65.3,2
4969,Panathur,1000.0,2.0,68.0,2
4970,Panathur,1255.0,2.0,79.0,2
4972,Panathur,1198.0,2.0,82.0,2
4974,Panathur,1210.0,2.0,80.0,2
4975,Panathur,1210.0,2.0,77.0,2
4976,Panathur,661.0,1.0,40.0,1
4977,Panathur,1210.0,2.0,78.0,2
4980,Panathur,1398.0,2.0,97.0,2
4982,Panathur,1007.0,2.0,64.0,2
4983,Panathur,1210.0,2.0,77.93,2
4984,Panathur,1230.0,2.0,80.0,2
4989,Prithvi Layout,2028.0,4.0,162.0,4
4990,Prithvi Layout,1352.0,2.0,87.5,2
4992,Prithvi Layout,1352.0,2.0,85.0,2
4994,Prithvi Layout,2273.0,4.0,220.0,3
4995,Prithvi Layout,1352.0,3.0,93.0,2
4996,Prithvi Layout,2273.0,4.0,192.0,3
5000,R.T. Nagar,1200.0,2.0,120.0,2
5005,R.T. Nagar,1140.0,3.0,130.0,3
5007,R.T. Nagar,1560.0,3.0,125.0,3
5011,R.T. Nagar,1200.0,3.0,140.0,3
5012,R.T. Nagar,1100.0,3.0,125.0,2
5013,R.T. Nagar,1150.0,2.0,72.0,2
5014,R.T. Nagar,1500.0,4.0,185.0,4
5019,R.T. Nagar,1300.0,3.0,145.0,3
5021,R.T. Nagar,1100.0,2.0,85.0,2
5022,R.T. Nagar,1667.0,3.0,130.0,3
5025,Rachenahalli,1050.0,2.0,55.5,2
5027,Rachenahalli,1050.0,2.0,53.5,2
5032,Rachenahalli,440.0,1.0,28.0,1
5035,Rachenahalli,440.0,1.0,28.0,1
5037,Rachenahalli,3657.0,5.0,220.0,4
5039,Rachenahalli,680.0,1.0,32.64,1
5040,Rachenahalli,412.5,1.0,19.8,1
5042,Rachenahalli,690.0,1.0,39.8,1
5045,Rachenahalli,1100.0,2.0,68.0,2
5046,Rachenahalli,985.0,2.0,49.97,2
5048,Rachenahalli,2710.0,3.0,170.0,3
5049,Rachenahalli,1856.0,3.0,106.0,3
5050,Rachenahalli,985.0,2.0,50.17,2
5051,Rachenahalli,2600.0,3.0,160.0,3
5052,Rachenahalli,1756.0,3.0,110.0,3
5055,Rachenahalli,1050.0,2.0,52.71,2
5061,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5062,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5064,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5066,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5067,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5068,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
5069,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
5070,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
5072,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
5073,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
5074,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
5076,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
5080,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
5082,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
5083,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
5084,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
5085,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
5086,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
5088,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
5093,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
5096,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
5097,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
5098,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
5103,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
5105,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
5106,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5108,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
5110,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
5112,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
5113,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
5115,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
5119,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
5122,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
5124,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
5125,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
5126,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
5128,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
5129,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
5131,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
5135,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
5139,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
5140,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
5141,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
5143,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
5145,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5146,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
5147,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
5148,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
5149,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
5153,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
5155,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
5158,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
5160,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
5161,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
5163,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
5165,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
5167,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5169,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
5170,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
5171,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
5173,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
5174,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
5175,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
5176,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
5177,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
5178,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
5179,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
5180,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
5181,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
5183,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
5184,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
5185,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
5186,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
5187,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
5189,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
5190,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
5191,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
5194,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
5195,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
5199,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
5201,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
5203,Rajaji Nagar,2390.0,3.0,415.0,3
5204,Rajaji Nagar,2390.0,3.0,410.0,3
5206,Rajaji Nagar,3516.0,4.0,540.0,4
5209,Rajaji Nagar,1800.0,4.0,324.0,6
5210,Rajaji Nagar,3526.0,4.0,558.0,4
5213,Rajaji Nagar,1800.0,3.0,260.0,3
5214,Rajaji Nagar,1640.0,3.0,241.0,3
5216,Rajaji Nagar,2409.0,3.0,360.0,3
5218,Rajaji Nagar,1718.0,3.0,288.0,2
5220,Rajaji Nagar,3436.0,6.0,500.0,4
5222,Rajaji Nagar,1160.0,1.0,163.0,2
5224,Rajaji Nagar,660.0,1.0,75.0,1
5226,Rajaji Nagar,2448.0,3.0,400.0,3
5232,Rajaji Nagar,3100.0,4.0,550.0,4
5233,Rajaji Nagar,3526.0,4.0,598.0,4
5235,Rajaji Nagar,2300.0,3.0,369.0,3
5240,Rajaji Nagar,2559.0,3.0,403.0,3
5241,Rajaji Nagar,1763.0,3.0,262.0,2
5246,Rajaji Nagar,2533.0,3.0,425.0,3
5249,Rajaji Nagar,1640.0,3.0,262.0,3
5250,Rajaji Nagar,1200.0,1.0,200.0,2
5251,Rajaji Nagar,2367.0,3.0,375.0,3
5252,Rajaji Nagar,2440.0,2.0,415.0,4
5253,Rajaji Nagar,1640.0,3.0,251.0,3
5255,Rajaji Nagar,1640.0,3.0,268.0,3
5256,Rajaji Nagar,2367.0,4.0,340.0,3
5258,Rajaji Nagar,3600.0,5.0,510.0,5
5259,Rajaji Nagar,1350.0,4.0,230.0,4
5262,Rajaji Nagar,2400.0,5.0,408.0,5
5264,Rajaji Nagar,2390.0,3.0,372.0,3
5265,Rajaji Nagar,2415.0,3.0,399.0,3
5266,Rajaji Nagar,1718.0,3.0,275.0,2
5267,Rajaji Nagar,1763.0,3.0,240.0,2
5269,Rajaji Nagar,2409.0,3.0,395.0,3
5270,Rajaji Nagar,1314.0,2.0,225.0,2
5272,Rajaji Nagar,1640.0,3.0,245.0,3
5273,Rajiv Nagar,1690.0,3.0,125.0,3
5274,Rajiv Nagar,1263.0,2.0,93.32,2
5275,Rajiv Nagar,2340.0,4.0,148.0,4
5276,Rajiv Nagar,2340.0,5.0,129.0,4
5277,Rajiv Nagar,1330.0,2.0,93.0,2
5278,Rajiv Nagar,1309.0,2.0,80.0,2
5279,Rajiv Nagar,2340.0,4.0,145.0,4
5280,Rajiv Nagar,2330.0,5.0,175.0,4
5281,Rajiv Nagar,2340.0,5.0,160.0,4
5285,Ramagondanahalli,1610.0,2.0,111.0,3
5286,Ramagondanahalli,540.0,1.0,30.0,1
5290,Ramagondanahalli,2257.0,4.0,157.0,3
5292,Ramagondanahalli,1610.0,2.0,115.0,3
5293,Ramagondanahalli,920.0,2.0,65.0,2
5297,Ramagondanahalli,1295.0,2.0,95.0,2
5300,Ramagondanahalli,2257.0,3.0,159.0,3
5302,Ramagondanahalli,1910.0,3.0,142.0,3
5309,Ramagondanahalli,845.0,2.0,45.82,2
5310,Ramagondanahalli,1910.0,3.0,150.0,3
5312,Ramagondanahalli,2040.0,3.0,114.0,3
5317,Ramagondanahalli,1610.0,2.0,112.0,3
5319,Ramagondanahalli,2787.0,5.0,220.0,4
5321,Ramagondanahalli,1125.0,2.0,75.0,2
5323,Ramagondanahalli,2257.0,3.0,155.0,3
5324,Ramagondanahalli,1500.0,3.0,100.0,3
5326,Ramagondanahalli,1910.0,3.0,131.0,3
5327,Ramamurthy Nagar,3700.0,4.0,225.0,4
5332,Ramamurthy Nagar,1200.0,3.0,72.0,2
5333,Ramamurthy Nagar,360.0,1.0,26.0,1
5334,Ramamurthy Nagar,950.0,2.0,50.79,2
5335,Ramamurthy Nagar,1200.0,2.0,66.0,3
5336,Ramamurthy Nagar,1525.0,3.0,100.0,3
5337,Ramamurthy Nagar,1200.0,2.0,80.0,2
5340,Ramamurthy Nagar,1100.0,2.0,68.0,2
5346,Ramamurthy Nagar,600.0,3.0,45.0,2
5347,Ramamurthy Nagar,1110.0,2.0,65.0,2
5349,Ramamurthy Nagar,1200.0,2.0,78.0,2
5351,Ramamurthy Nagar,600.0,1.0,43.0,1
5352,Ramamurthy Nagar,1006.0,2.0,57.0,2
5353,Ramamurthy Nagar,1200.0,2.0,76.0,2
5357,Ramamurthy Nagar,1000.0,2.0,62.0,2
5358,Ramamurthy Nagar,1334.0,2.0,67.0,2
5364,Ramamurthy Nagar,2200.0,4.0,130.0,4
5365,Ramamurthy Nagar,1050.0,2.0,51.66,2
5366,Ramamurthy Nagar,2916.0,5.0,230.0,4
5367,Ramamurthy Nagar,2316.0,3.0,125.0,3
5373,Ramamurthy Nagar,1200.0,2.0,68.0,2
5374,Ramamurthy Nagar,540.0,1.0,35.0,1
5376,Rayasandra,1314.0,2.0,63.0,3
5377,Rayasandra,1065.0,2.0,44.95,2
5381,Rayasandra,1253.0,2.0,57.0,2
5382,Rayasandra,583.0,1.0,26.9,1
5383,Rayasandra,1198.0,2.0,54.0,2
5384,Rayasandra,1555.0,3.0,75.17,3
5386,Rayasandra,1179.0,2.0,55.0,3
5388,Rayasandra,1708.0,3.0,76.0,4
5389,Rayasandra,470.0,1.0,21.0,1
5396,Sahakara Nagar,1200.0,4.0,130.0,4
5400,Sahakara Nagar,1270.0,2.0,69.85,2
5401,Sahakara Nagar,960.0,2.0,56.0,2
5405,Sahakara Nagar,2500.0,4.0,200.0,4
5406,Sahakara Nagar,1914.0,3.0,179.0,3
5407,Sahakara Nagar,1500.0,3.0,125.0,3
5409,Sahakara Nagar,1914.0,3.0,149.0,3
5410,Sahakara Nagar,1000.0,2.0,60.0,2
5414,Sahakara Nagar,1180.0,2.0,72.0,2
5418,Sahakara Nagar,1270.0,2.0,96.0,2
5419,Sahakara Nagar,1201.0,2.0,80.0,2
5421,Sahakara Nagar,1291.0,2.0,72.3,2
5422,Sanjay nagar,1000.0,2.0,70.0,2
5423,Sanjay nagar,1100.0,2.0,98.0,2
5425,Sanjay nagar,1800.0,3.0,180.0,3
5427,Sanjay nagar,3300.0,3.0,250.0,5
5428,Sanjay nagar,1900.0,2.0,180.0,3
5435,Sanjay nagar,1500.0,3.0,150.0,3
5436,Sanjay nagar,1180.0,2.0,80.0,2
5437,Sarakki Nagar,2121.0,4.0,253.0,3
5439,Sarakki Nagar,2500.0,4.0,325.0,3
5440,Sarakki Nagar,2145.0,4.0,270.0,3
5442,Sarakki Nagar,2663.0,4.0,338.0,3
5447,Sarjapur,2250.0,3.0,148.0,3
5448,Sarjapur,1600.0,3.0,75.0,3
5451,Sarjapur,1128.0,2.0,60.0,2
5452,Sarjapur,1185.0,2.0,47.0,2
5454,Sarjapur,649.5,1.0,17.535,1
5460,Sarjapur,1285.0,2.0,68.0,3
5463,Sarjapur,3190.0,3.0,160.0,4
5466,Sarjapur,1200.0,3.0,78.0,3
5469,Sarjapur,2238.0,3.0,140.0,3
5471,Sarjapur,2885.0,3.0,185.0,4
5474,Sarjapur,625.0,1.0,19.0,1
5475,Sarjapur,2585.5,4.0,139.5,4
5477,Sarjapur,2100.0,3.0,125.0,4
5478,Sarjapur,913.0,2.0,36.0,2
5480,Sarjapur,1830.0,3.0,88.0,3
5484,Sarjapur,650.0,1.0,19.87,1
5488,Sarjapur,1032.0,2.0,42.0,2
5491,Sarjapur,1200.0,3.0,76.13,3
5492,Sarjapur,1200.0,2.0,62.0,2
5496,Sarjapur,850.0,2.0,32.0,2
5505,Sarjapur,950.0,2.0,35.0,2
5508,Sarjapur,633.0,1.0,17.09,1
5509,Sarjapur,1500.0,5.0,95.0,3
5510,Sarjapur,1451.0,2.0,87.0,2
5511,Sarjapur,2400.0,3.0,140.0,4
5513,Sarjapur,1095.0,2.0,45.0,2
5517,Sarjapur  Road,1787.0,3.0,125.0,3
5521,Sarjapur  Road,1000.0,2.0,67.0,2
5523,Sarjapur  Road,1195.0,2.0,70.0,2
5524,Sarjapur  Road,1550.0,3.0,100.0,3
5527,Sarjapur  Road,1691.0,3.0,113.0,3
5528,Sarjapur  Road,1278.0,2.0,95.0,2
5529,Sarjapur  Road,2238.0,3.0,140.0,3
5534,Sarjapur  Road,1984.0,4.0,146.0,3
5538,Sarjapur  Road,1700.0,3.0,110.0,3
5539,Sarjapur  Road,1157.0,2.0,75.0,3
5540,Sarjapur  Road,1282.0,2.0,72.0,2
5541,Sarjapur  Road,4111.0,4.0,310.0,4
5543,Sarjapur  Road,3900.0,4.0,300.0,4
5546,Sarjapur  Road,1050.0,2.0,62.0,2
5547,Sarjapur  Road,1700.0,3.0,135.0,3
5548,Sarjapur  Road,1691.0,3.0,119.0,3
5549,Sarjapur  Road,1846.0,3.0,140.0,3
5550,Sarjapur  Road,1200.0,3.0,95.0,3
5555,Sarjapur  Road,1233.0,2.0,77.65,2
5559,Sarjapur  Road,3750.0,6.0,290.0,4
5561,Sarjapur  Road,1680.0,3.0,112.0,3
5562,Sarjapur  Road,1255.0,2.0,92.0,2
5564,Sarjapur  Road,1311.0,2.0,78.0,2
5565,Sarjapur  Road,1145.0,2.0,75.0,2
5569,Sarjapur  Road,1476.0,2.0,98.94,3
5570,Sarjapur  Road,2180.0,3.0,170.0,3
5573,Sarjapur  Road,1750.0,3.0,110.0,3
5577,Sarjapur  Road,2600.0,3.0,200.0,3
5579,Sarjapur  Road,685.0,1.0,40.0,1
5581,Sarjapur  Road,2720.0,5.0,210.0,3
5582,Sarjapur  Road,1241.0,2.0,82.0,2
5585,Sarjapur  Road,3785.0,6.0,280.0,4
5586,Sarjapur  Road,835.0,1.0,46.95,1
5587,Sarjapur  Road,1280.0,2.0,76.0,2
5590,Sarjapur  Road,1263.0,2.0,78.0,2
5593,Sarjapur  Road,1308.0,2.0,83.0,2
5596,Sarjapur  Road,1150.0,2.0,77.0,2
5598,Sarjapur  Road,2275.0,4.0,180.0,3
5601,Sarjapur  Road,1200.0,2.0,93.0,2
5607,Sarjapur  Road,3905.0,7.0,290.0,5
5610,Sarjapur  Road,1230.0,2.0,94.5,2
5615,Sarjapur  Road,1846.0,3.0,145.0,3
5616,Sarjapur  Road,1846.0,3.0,155.0,3
5617,Sarjapur  Road,1067.0,2.0,60.0,2
5622,Sarjapur  Road,3785.0,5.0,280.0,4
5623,Sarjapur  Road,2556.0,3.0,169.0,3
5624,Sarjapur  Road,1278.0,2.0,90.0,2
5625,Sarjapur  Road,1305.0,2.0,99.0,2
5626,Sarjapur  Road,1755.0,3.0,122.0,3
5627,Sarjapur  Road,4334.0,2.0,338.0,4
5628,Sarjapur  Road,3930.0,7.0,329.0,5
5634,Sarjapur  Road,1455.0,2.0,98.0,3
5635,Sarjapur  Road,1850.0,3.0,140.0,3
5637,Sarjapur  Road,1826.0,3.0,130.0,3
5638,Sarjapur  Road,1660.0,2.0,116.0,3
5639,Sarjapur  Road,1700.0,3.0,108.0,3
5643,Sarjapur  Road,539.0,1.0,45.0,1
5644,Sarjapur  Road,1200.0,2.0,75.0,2
5645,Sarjapur  Road,2145.0,3.0,180.0,3
5651,Sarjapur  Road,1877.0,4.0,150.0,3
5652,Sarjapur  Road,1229.0,2.0,70.0,2
5654,Sarjapur  Road,1711.0,3.0,110.0,3
5657,Sarjapur  Road,1050.0,2.0,63.5,2
5658,Sarjapur  Road,1350.0,2.0,102.0,2
5659,Sarjapur  Road,2990.0,4.0,240.0,4
5662,Sarjapur  Road,1685.0,3.0,135.0,3
5667,Sarjapur  Road,984.0,2.0,55.0,2
5671,Sarjapur  Road,1320.0,2.0,100.0,2
5672,Sarjapur  Road,1984.0,4.0,145.0,3
5677,Sarjapur  Road,2425.0,5.0,201.0,4
5679,Sarjapur  Road,2070.0,4.0,160.0,3
5680,Sarjapur  Road,1435.0,3.0,90.0,3
5683,Sarjapur  Road,1693.0,3.0,125.0,3
5684,Sarjapur  Road,1826.0,3.0,125.0,3
5685,Sarjapur  Road,1660.0,3.0,116.0,3
5687,Sarjapur  Road,1830.0,3.0,119.0,3
5690,Sarjapur  Road,2900.0,4.0,240.0,4
5691,Sarjapur  Road,1059.0,2.0,68.0,2
5693,Sarjapur  Road,1157.0,2.0,74.0,3
5694,Sarjapur  Road,1700.0,3.0,118.0,3
5695,Sarjapur  Road,1691.0,3.0,120.0,3
5697,Sarjapur  Road,1308.0,2.0,75.0,2
5698,Sarjapur  Road,1580.0,3.0,125.0,3
5701,Sarjapur  Road,1550.0,2.0,98.0,3
5703,Sarjapur  Road,984.0,2.0,59.0,2
5705,Sarjapur  Road,702.0,1.0,52.0,1
5706,Sarjapur  Road,1242.0,2.0,75.0,2
5707,Sarjapur  Road,2275.0,4.0,185.0,3
5708,Sarjapur  Road,2100.0,3.0,135.0,3
5710,Sarjapur  Road,2275.0,4.0,175.0,3
5711,Sarjapur  Road,1314.0,2.0,110.0,2
5712,Sarjapur  Road,1787.0,3.0,116.0,3
5717,Sarjapur  Road,1026.0,2.0,60.55,2
5718,Sarjapur  Road,1350.0,2.0,85.0,2
5719,Sarjapur  Road,1157.0,2.0,72.0,3
5720,Sarjapur  Road,1019.0,2.0,62.0,2
5721,Sarjapur  Road,3418.0,3.0,235.0,4
5726,Sarjapur  Road,1881.0,3.0,145.0,3
5727,Sarjapur  Road,2275.0,4.0,182.0,3
5730,Sarjapur  Road,2880.0,3.0,211.0,4
5734,Sarjapur  Road,3930.0,5.0,330.0,4
5735,Sarjapur  Road,1335.0,2.0,95.0,2
5737,Sarjapur  Road,1680.0,3.0,126.0,3
5740,Sarjapur  Road,1510.0,2.0,110.0,3
5741,Sarjapur  Road,1242.0,2.0,78.0,2
5743,Sarjapur  Road,1129.0,2.0,69.0,2
5745,Sarjapur  Road,1879.0,3.0,155.0,3
5746,Sarjapur  Road,2425.0,5.0,175.0,4
5747,Sarjapur  Road,1323.0,2.0,74.0,2
5748,Sarjapur  Road,2289.0,3.0,178.0,3
5751,Sarjapur  Road,2100.0,3.0,130.0,3
5753,Sarjapur  Road,1320.0,2.0,110.0,2
5754,Sarjapur  Road,1800.0,3.0,128.0,3
5755,Sarjapur  Road,2275.0,4.0,187.0,3
5757,Sarjapur  Road,1026.0,2.0,60.8,2
5759,Sarjapur  Road,1216.0,2.0,70.0,2
5760,Sarjapur  Road,1112.0,2.0,62.0,2
5764,Sarjapur  Road,1600.0,3.0,120.0,3
5766,Sarjapur  Road,475.0,1.0,26.0,1
5769,Sarjapur  Road,1857.0,4.0,155.0,3
5773,Sarjapur  Road,2089.0,3.0,148.0,3
5775,Sarjapur  Road,1290.0,2.0,88.0,2
5776,Sarjapur  Road,1371.0,2.0,86.0,2
5777,Sarjapur  Road,2140.0,3.0,139.0,3
5780,Sarjapur  Road,2180.0,4.0,180.0,3
5781,Sarjapur  Road,2206.0,4.0,180.0,3
5783,Sarjapur  Road,1367.0,2.0,80.0,2
5785,Sarjapur  Road,1984.0,4.0,148.0,3
5788,Sarjapur  Road,1340.0,2.0,75.0,2
5789,Sarjapur  Road,3500.0,3.0,275.0,3
5791,Sarjapur  Road,1132.0,2.0,70.0,2
5793,Sarjapur  Road,2425.0,5.0,195.0,4
5794,Sarjapura - Attibele Road,1330.0,2.0,48.0,3
5795,Sarjapura - Attibele Road,1329.0,2.0,45.95,3
5797,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
5799,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
5800,Sarjapura - Attibele Road,1800.0,3.0,90.0,3
5803,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
5804,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
5805,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
5806,Sarjapura - Attibele Road,740.0,1.0,23.65,1
5807,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
5808,Sector 2 HSR Layout,1296.0,2.0,75.0,2
5809,Sector 2 HSR Layout,794.0,1.0,60.0,1
5810,Sector 2 HSR Layout,1143.0,2.0,65.0,2
5811,Sector 2 HSR Layout,1665.0,3.0,110.0,3
5812,Sector 2 HSR Layout,1512.0,3.0,80.0,3
5813,Sector 2 HSR Layout,1332.0,2.0,101.0,2
5814,Sector 2 HSR Layout,1600.0,3.0,90.0,3
5815,Sector 2 HSR Layout,1231.0,2.0,66.0,2
5816,Sector 7 HSR Layout,3000.0,5.0,275.0,4
5817,Sector 7 HSR Layout,1163.0,2.0,98.86,2
5820,Sector 7 HSR Layout,1342.0,2.0,115.0,2
5821,Sector 7 HSR Layout,1760.0,3.0,160.0,3
5824,Sector 7 HSR Layout,1760.0,3.0,185.0,3
5825,Sector 7 HSR Layout,1162.0,2.0,98.77,2
5828,Seegehalli,800.0,1.0,50.0,2
5832,Seegehalli,1155.0,2.0,72.0,2
5834,Seegehalli,4000.0,3.0,235.0,3
5841,Seegehalli,1639.0,3.0,120.0,3
5842,Seegehalli,3000.0,4.0,235.0,3
5846,Seegehalli,3000.0,4.0,240.0,3
5847,Shampura,2650.0,4.0,150.0,4
5848,Shampura,1200.0,2.0,53.0,2
5849,Shampura,700.0,1.0,35.0,2
5850,Shampura,1400.0,3.0,70.0,3
5851,Shampura,1475.0,3.0,78.0,3
5852,Shampura,1700.0,3.0,75.0,3
5853,Shivaji Nagar,850.0,2.0,55.0,2
5854,Shivaji Nagar,1554.0,3.0,130.0,2
5855,Shivaji Nagar,3820.0,1.0,306.0,1
5856,Shivaji Nagar,703.0,2.0,49.5,2
5857,Shivaji Nagar,1460.0,2.0,90.0,3
5858,Shivaji Nagar,600.0,1.0,65.0,2
5860,Singasandra,1030.0,2.0,55.0,2
5861,Singasandra,3850.0,6.0,195.0,4
5862,Singasandra,1100.0,2.0,52.0,2
5864,Singasandra,1300.0,2.0,65.0,2
5869,Singasandra,1120.0,2.0,60.0,2
5870,Singasandra,1510.0,3.0,75.0,3
5871,Singasandra,1179.0,2.0,56.0,2
5872,Singasandra,1416.0,2.0,67.0,2
5873,Singasandra,1476.0,2.0,73.0,3
5876,Singasandra,1653.0,3.0,85.0,3
5880,Somasundara Palya,1178.0,2.0,73.0,2
5884,Somasundara Palya,2372.0,3.0,140.0,3
5885,Somasundara Palya,1185.0,2.0,70.0,2
5888,Somasundara Palya,1200.0,2.0,75.0,2
5890,Somasundara Palya,2400.0,3.0,140.0,4
5891,Somasundara Palya,1650.0,3.0,95.0,3
5892,Somasundara Palya,1186.0,2.0,72.0,2
5893,Sompura,825.0,2.0,33.0,2
5894,Sompura,1025.0,2.0,37.0,3
5895,Sompura,1020.0,2.0,41.0,2
5896,Sompura,1126.0,2.0,39.0,2
5897,Sompura,825.0,2.0,32.0,2
5898,Sompura,1360.0,2.0,45.0,3
5899,Sompura,1350.0,2.0,47.0,3
5900,Sompura,2150.0,3.0,85.0,4
5902,Sonnenahalli,896.0,2.0,43.75,2
5905,Sonnenahalli,1011.0,2.0,50.53,2
5906,Sonnenahalli,614.5,1.0,30.715,1
5907,Sonnenahalli,1484.0,3.0,74.18,3
5908,Sonnenahalli,1610.0,3.0,80.48,3
5909,Sonnenahalli,1415.0,2.0,65.0,3
5910,Sonnenahalli,1268.0,2.0,58.0,2
5912,Sonnenahalli,605.0,1.0,30.24,1
5913,Sonnenahalli,1484.0,3.0,75.0,3
5914,Subramanyapura,929.0,2.0,50.17,2
5916,Subramanyapura,975.0,2.0,58.0,2
5918,Subramanyapura,985.0,2.0,58.0,2
5919,Subramanyapura,1245.0,2.0,68.0,3
